Student ID:6942852
Student name:Manas Negi
UUID:2e08b42a-4293-4c89-83d7-f9adf06bf057
==========
Args:Namespace(model_mode='tf_efficientnet_b0', dataset_location='EEEM066_KnifeHunter', train_datacsv='dataset/train.csv', val_datacsv='dataset/validation.csv', test_datacsv='dataset/test.csv', saved_checkpoint_path='Knife-Effb0-RandRot', n_classes=543, num_workers=8, seed=0, resized_img_weight=224, resized_img_height=224, evaluate_only=False, model_path=None, epochs=10, batch_size=32, brightness=0.2, contrast=0.2, saturation=0.2, hue=0.2, random_rotation=360, vertical_flip=0, horizontal_flip=0, random_erase=False, color_aug=False, optim='adam', learning_rate=5e-05, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, lr_scheduler='CosineAnnealingLR', stepsize=[20, 40], gamma=0.1)
==========
------------------------- [START 2025-12-02_10-15-22] -------------------------

                           |  Train   |   Valid  |              |
 | Mode  |  Iter  | Epoch  |   Loss   |    mAP   |     Time     |
-------------------------------------------------------------------------------

| train | 789.0 |   0.0 |    5.893 |   0.000 |  0 min 50 sec |
| val   |  13.0 |   0.0 |    5.893 |   0.071 |  0 min 52 sec |
| train | 789.0 |   1.0 |    4.486 |   0.071 |  1 min 30 sec |
| val   |  13.0 |   1.0 |    4.486 |   0.171 |  1 min 30 sec |
| train | 789.0 |   2.0 |    3.162 |   0.171 |  2 min 07 sec |
| val   |  13.0 |   2.0 |    3.162 |   0.257 |  2 min 08 sec |
| train | 789.0 |   3.0 |    2.294 |   0.257 |  2 min 45 sec |
| val   |  13.0 |   3.0 |    2.294 |   0.320 |  2 min 46 sec |
| train | 789.0 |   4.0 |    1.780 |   0.320 |  3 min 23 sec |
| val   |  13.0 |   4.0 |    1.780 |   0.354 |  3 min 24 sec |
| train | 789.0 |   5.0 |    1.488 |   0.354 |  4 min 01 sec |
| val   |  13.0 |   5.0 |    1.488 |   0.385 |  4 min 02 sec |
| train | 789.0 |   6.0 |    1.321 |   0.385 |  4 min 40 sec |
| val   |  13.0 |   6.0 |    1.321 |   0.390 |  4 min 40 sec |
| train | 789.0 |   7.0 |    1.219 |   0.390 |  5 min 18 sec |
| val   |  13.0 |   7.0 |    1.219 |   0.387 |  5 min 18 sec |
| train | 789.0 |   8.0 |    1.137 |   0.387 |  5 min 56 sec |
| val   |  13.0 |   8.0 |    1.137 |   0.406 |  5 min 56 sec |
| train | 789.0 |   9.0 |    1.063 |   0.406 |  6 min 34 sec |
| val   |  13.0 |   9.0 |    1.063 |   0.403 |  6 min 34 sec |
