Student ID:6942852
Student name:Manas Negi
UUID:aea8835c-144c-4289-b19b-6810ea754700
==========
Args:Namespace(model_mode='tf_efficientnet_b0', dataset_location='EEEM066_KnifeHunter', train_datacsv='dataset/train.csv', val_datacsv='dataset/validation.csv', test_datacsv='dataset/test.csv', saved_checkpoint_path='Knife-Effb0-LR1-Batch16', n_classes=543, num_workers=8, seed=0, resized_img_weight=224, resized_img_height=224, evaluate_only=False, model_path=None, epochs=10, batch_size=16, brightness=0.2, contrast=0.2, saturation=0.2, hue=0.2, random_rotation=0, vertical_flip=0, horizontal_flip=0, random_erase=False, color_aug=False, optim='adam', learning_rate=0.0002, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, lr_scheduler='CosineAnnealingLR', stepsize=[20, 40], gamma=0.1)
==========
------------------------- [START 2025-12-02_11-43-37] -------------------------

                           |  Train   |   Valid  |              |
 | Mode  |  Iter  | Epoch  |   Loss   |    mAP   |     Time     |
-------------------------------------------------------------------------------

| train | 1578.0 |   0.0 |    3.489 |   0.000 |  0 min 53 sec |
| val   |  27.0 |   0.0 |    3.489 |   0.406 |  0 min 55 sec |
| train | 1578.0 |   1.0 |    0.623 |   0.406 |  1 min 38 sec |
| val   |  27.0 |   1.0 |    0.623 |   0.497 |  1 min 39 sec |
| train | 1578.0 |   2.0 |    0.124 |   0.497 |  2 min 22 sec |
| val   |  27.0 |   2.0 |    0.124 |   0.524 |  2 min 23 sec |
| train | 1578.0 |   3.0 |    0.071 |   0.524 |  3 min 06 sec |
| val   |  27.0 |   3.0 |    0.071 |   0.538 |  3 min 07 sec |
| train | 1578.0 |   4.0 |    0.061 |   0.538 |  3 min 50 sec |
| val   |  27.0 |   4.0 |    0.061 |   0.504 |  3 min 51 sec |
| train | 1578.0 |   5.0 |    0.049 |   0.504 |  4 min 34 sec |
| val   |  27.0 |   5.0 |    0.049 |   0.520 |  4 min 35 sec |
| train | 1578.0 |   6.0 |    0.059 |   0.520 |  5 min 18 sec |
| val   |  27.0 |   6.0 |    0.059 |   0.473 |  5 min 19 sec |
| train | 1578.0 |   7.0 |    0.048 |   0.473 |  6 min 02 sec |
| val   |  27.0 |   7.0 |    0.048 |   0.497 |  6 min 03 sec |
| train | 1578.0 |   8.0 |    0.056 |   0.497 |  6 min 46 sec |
| val   |  27.0 |   8.0 |    0.056 |   0.489 |  6 min 47 sec |
| train | 1578.0 |   9.0 |    0.053 |   0.489 |  7 min 31 sec |
| val   |  27.0 |   9.0 |    0.053 |   0.489 |  7 min 31 sec |
